Sample_ID,Severity,Sample_Type,Short_Description,Description
ORIG_1140,3,Original,Oil tanker collided with bulk carrier while at anchor resulting in damage to the bow.,Oil tanker collided with bulk carrier while at anchor resulting in damage to the bow. 
ORIG_1141,3,Original,"Inland waterway ferry experienced power failure, struck the quay and accidentally activated their CO2 fire suppression system.","After the vessels first crossing of the day, the forward generator failed and switched to aft generator and continued service. Just before arrival from another journey the aft generator failed, leaving the vessel with no power. The crew members attempted to start both generators again, but they couldn't start. They decided to use emergency ramp release to open ramp and block and tackle to bring it back up. On approach to the berth the wind and tide were very strong pushing them hard in making us hit the quay on the upriver berth. They brought the vessel in and secured it. Upon shutdown of the aft engine a crew member detected hissing sound coming from engine room, upon investigation it was determined that CO2 fire suppression system had discharged. Crew member evacuated aft engine immediately and reported it to the skipper. No CO2 alarm went off before fire suppression system engaged. We reported the incident to the SDM."
ORIG_1142,3,Original,"A pilot boat passenger transferred onto a tug, tripped on mooring wire, resulting in fractured elbows",A pilot boat with six passenger onboard had returned to a pontoon and moored alongside a tug ready for disembarkation. One passenger jumped off pilot boat onto tug walked forwards and tripped on mooring wire in the centre of the deck. Crew and one of the passengers checked that the injured passenger was alright and checked again once ashore. Later on in the day the passenger went to hospital for an assessment was confirmed to have fractured both elbows.
ORIG_1143,3,Original,A bulk carrier crew member slipped and fell off piping resulting in a vertebra fracture,"A bulk carrier crew member was dismantling a motor. As it was being lifted, it got jammed due to rust. The crew member stepped up onto nearby piping to try and release it. The crew member's foot slipped on the piping and they fell onto the deck. Initially the crew member had no pain, the following day the crew member had lower back pain which was diagnosed as a fracture to a vertebra."
ORIG_1144,3,Original,A cargo vessel experienced a fire in there hold unknow cause,"A cargo vessel experienced a fire onboard. Whilst loading, a fire was detected within a cargo hold containing scrap metal. The crew started to extinguish the fire and informed the local authorities. Fire and rescue attended and contained the fire. No injuries to crew or pollution noted."
ORIG_1145,4,Original,A private motor yacht experienced a steering failure as a result of a power short on a generator.,"A motor yacht had just departed from port when a low pressure hose ruptured on one of the main engines. This rupture reportedly occurred because a service technician had left a valve closed on the return fuel line. The engine was shut down so a repair could be carried out. However, once the vessel resumed passage, it experienced an electrical blackout because the generator main circuit breaker tripped. The other generator did not start because it was out of service. The problem was isolated to one of the phases of the generator. The vessel returned to the berth and hooked up to shore power and troubleshooted the issue. It was found to be a neutral that had detached and arced against the L1 phase causing a power surge. There was damage found on various systems due to the power surge. The failure of the fuel line was reported to be due to insufficient preparation for departure and the power surge was because the neutral connection was missing a lock nut, which caused it to vibrate free."
ORIG_1146,3,Original,A service vessel experienced a fire pump starter failure due to a loose electrical connection,"A service vessel was alongside, a crew member needed to test a fire pump, it failed so the crew member decided to reset the trip, the pump checked and found free to spin. Handed over watch to next on call crew member who attempted to start the fire pump two more times before informing the duty crew member that the pump would not start. An investigation found there was a loose electrical connection that lead to an excess current consumption, in turn causing an electrical meltdown within the contactor and associated wiring."
ORIG_1147,4,Original,A service vessel crew member lost their balance and sustained a shoulder injury,"A service vessel was alongside, two crew members were in the workshop carrying out testing on injectors. One crew member was setting up the injector on the rig, as they reached to remove a rag from the rag bin located on the end bulkhead they lost their balance and fell forwards into the bulkhead striking their shoulder.  The crew member left the vessel to receive treatment for the shoulder injury."
ORIG_1148,3,Original,A service vessel crew member was placing an open tin down when liquid splashed into their eye,"A service vessel crew member was placing an open tin of white spirit on to the deck, the liquid splashed out and into their eye. The crew member was treated immediately and returned to duties afterwards."
ORIG_1149,5,Original,General cargo's pilot ladder did not conform to SOLAS regulations,General cargo ship's pilot ladder did not conform to SOLAS regulations. On advice of previous port shackles to eyebolts removed but secured by rope with insufficient breaking strain. 
ORIG_1150,5,Original,Cargo ship's pilot ladder did not conform to SOLAS regulations.,Cargo ship's pilot ladder did not conform to SOLAS regulations. Width of handholds too wide to grip.
ORIG_1151,4,Original,Ro-Ro passenger ship's crew member tripped resulting in a sprained ankle,Ro-Ro passenger vessel's crew member was servicing passenger cabins when they tripped on a threshold and lost their balance resulting in a fall. They sustained a sprained ankle. 
ORIG_1152,2,Original,"A container vessel was manoeuvring with a tug fast aft, when a Panama fairlead sheared from the deck.","A tug was made fast at the stern of a container vessel to assist with berthing. The tug's line was made fast to deck bits through a Panama fairlead. As the container vessel was moving astern, the fairlead through which the towing line was made fast sheared from the deck, causing a hole through the deck plating into the steering gear room, damaging the railings and the stern light. There were no injuries or pollution, but the fairlead was completely removed from the deck and part of the deck plate was bent upwards and sheared causing a hole. The area below and aft of the fairlead was found to be corroded on and around the weld on the aft part of the pedestal where it was closest to the fishplate. The other three welds were in good condition. The fairlead and bitts of the container vessel had a safe working load (SWL) of 73. The tug had a nominal bollard pull when towing from aft of 80t and and 73t when towing over the bow. The tug was towing from over its bow at the time using between 25% to 50% of its power. The tug did not receive any significant damage, only minor damage to the grommet section of the towing line.  "
ORIG_1153,4,Original,A tug crew member was electrocuted whilst working in the vessel's workshop.,"A tug crew member was working using a pillar drill in the vessel's workshop when they experienced a severe electric shock that immobilized them and caused them to collapse, breaking the connection to the current. The pillar drill casting was live with the presence of 415V running between the drill and the workbench. There was a major earth fault because some of the pressure switches in the domestic fresh water system had been incorrectly wired, which then affected the 3-phase socket powering the pillar drill. The neutral/earth link had been removed from the water system pressure switches which meant the system was not properly earthed to the vessel's frame. The crew member did not go to hospital right away however they continued to experience pins and needles after the incident and subsequently attended hospital."
ORIG_1154,4,Original,A container vessel whilst alongside lost two containers overboard that were later recovered,"A container vessel alongside had two containers fall overboard from on deck into a harbour during loading. The containers were partially submerged, later located and recovered. Both containers were empty."
ORIG_1155,3,Original,A recreational motor vessel ran aground.,"A recreational motor vessel went aground on a groyne. The two crew members were assisted by a local fisher and the search and rescue services to secure the vessel and went ashore to safety, with the intention to recover the vessel at a later opportunity. There were no damages, pollution or injuries."
ORIG_1156,4,Original,A container vessel had an oil spill whilst blowing the lines after bunkering.,A container vessel had an oil spill whilst alongside. The crew were blowing through the lines after bunkering however there was some oil in the lines which came out through the overflow onto the deck. A small amount of oil entered the water through a leaky bung. The crew contained and cleaned up the spillage on board and the oil that went overboard was cleaned up with the help of a shoreside company. There were no injuries or damage. It was reportedly due to the bunker tanks being over-filled.
ORIG_1157,2,Original,Fishing vessel crew member amputated one finger after getting it caught in a rope,A fishing vessel crew member caught their finger while handling ropes. This resulted in amputation of the finger and the crew member was treated in hospital.
ORIG_1158,3,Original,A cruise ships passenger fell on deck whilst taking photos resulting in a closed fracture to the hand.,A cruise ships passenger fell on deck whilst taking photos resulting in a closed fracture to the hand. Passenger lost balance while walking landing on there hand.
ORIG_1159,3,Original,A cruise ships passenger twisted ankle while playing pickleball.,A cruise ships passenger twisted ankle while playing pickleball. While chasing ball slipped and twisted ankle resulting in a closed fracture.
ORIG_1160,5,Original,A trailing suction hopper dredger crew used an unsafely weighted heaving line.,A trailing suction hopper dredger crew used an unsafely weighted heaving line that had steel scrap inside a monkey's fist. The weight was 500g. The shore side workers removed the weight and the vessel crew checked the other heaving lines on board to make sure they were appropriately weighted. 
ORIG_1161,4,Original,Davit winch on a cruise ship had an electrical defect during routine maintenance,"Whilst alongside in harbour, routine maintenance was being carried out on a lifeboat.  The boat had been lowered and was being hoisted when it unexpectedly began to slowly lower itself.  The crew attempted to stop the descent manually but this had no effect.  The boat was empty at the time and there were no injuries to crew or damage to the boat, davit structure or fall wires. The Technical staff discovered a defect with the electrical hoisting motor of the davit winch.  "
ORIG_1162,5,Original,Dangerously weighted heaving line.,Dangerously weighted heaving line.
ORIG_1163,5,Original,An anchor handling tug crew used an unsafely weighted heaving line.,An offshore anchor handling vessel crew used an unsafely weighted heaving line which was a monkey's fist with a metal piece of scrap inside. The shore workers confiscated the weight and the appropriate authorities were informed as well as the vessel.
ORIG_1164,5,Original,A service vessel used a dangerously weighted heaving line,A service vessel was found to be using a weighted heaving line during mooring operations.
ORIG_1165,5,Original,A utility vessel crew member used an unsafely weighted heaving line.,A utility vessel crew member used an unsafely weighted heaving line. On closer inspection by the shore workers they found that it had a cube of metal inside the monkey's fist and the weight of the whole thing was 0.53kg. The weight was confiscated and the master of the vessel checked that there were no other unsafely weighted lines on board.
ORIG_1166,3,Original,A cruise ship passenger fell and sustained a fractured toe.,"A cruise ship passenger was walking back to a sunbed to get their swimming goggles. The passenger hit their right foot against the front leg of the sunbed lost their balance and fell down between two sunbeds. The right middle tow started to swell and was painful and starting to bruise, a displaced fracture was diagnosed."
ORIG_1167,5,Original,Offshore supply vessel lost propulsion resulting in near miss with nearby berthed vessels.,"Offshore supply vessel lost propulsion resulting in near miss with nearby berthed vessels. Whilst shifting berth under pilotage, vessel pulled away from berth using thrusters. Once in the middle of the river it was discovered the vessel had no main engines clutched in. To clutch in main engines, vessel had to shut down thrusters. Vessels anchor was dropped to prevent drifting into nearby berthed vessel."
ORIG_1168,2,Original,A pleasure yacht had a fire on board that was extinguished without significant damage.,"A pleasure sailing vessel was alongside when another crew member from a nearby vessel noticed smoke emanating from the cabin area. The witness took a fire extinguisher from their vessel and gave it to the crew member on the smoking vessel who used it to extinguish the fire. There were no injuries, damages or pollution reported. "
ORIG_1169,4,Original,A water taxi passenger fell and broke their ankle.,"A passenger on a water taxi reportedly fell about 6 feet (2 meters) on board and sustained a broken ankle. A search and rescue vessel that was in the area doing exercises at the time, responded and offered first aid. The passenger was taken ashore and the local ambulance service attended and took the injured passenger to hospital. "
ORIG_1170,2,Original,A sail training vessel crew member threw an unsafely weighted heaving line which struck a member of the public.,"A sail training vessel was berthing on a public berth and when one of the crew members threw an unsafely weighted heaving line, it bounced and struck a member of the public in the eye. The person sustained multiple injuries including damage to their eye, vision problems and severe headaches following being struck. Reportedly, there was only one mooring person available ashore and the crew member on board the vessel had shouted to another member of the public to ask 'can you catch this rope?'. The person did not catch the rope when it was thrown, and it bounced and hit the other member of the public. There was reportedly a 'crowd' of people walking on the pier area at the time the vessel was berthing. "
ORIG_1171,3,Original,A sailing vessel got caught on the chains of a floating bridge.,"A sailing yacht was navigating through a port area where there was a chain ferry (floating bridge). The sailing vessel became caught on the chains and had to be towed off by a search and rescue vessel. There were no injuries, damage or pollution reported. "
ORIG_1172,5,Original,Not available Under Permanent Cooperation Framework (PCF),Not available Under Permanent Cooperation Framework (PCF)
ORIG_1173,4,Original,A cruise ship contractor was electrocuted,A cruise ship contractor was electrocuted whilst working on the bridge. The contractor was working installing a fibre optic cable as part of the public address system when they sustained an electric shock. They were taken ashore by the shoreside ambulance service and were medically disembarked from the vessel and taken to hospital. The cause of the electrical shock was thought to be an earth fault leakage or exposed live cable although there were no abnormalities found when the system was investigated. 
ORIG_1174,3,Original,"Cruise ships passenger tripped, resulting in a closed fracture to the hand.","Cruise ships passenger tripped, resulting in a closed fracture to the hand. Passenger was stood on open deck to watch sail away and tripped over, resulting in a closed fracture to the left hand following an x-ray by the med centre."
ORIG_1175,3,Original,A SAR vessel made contact with a metal plate resulting in sponson being punctured.,"A SAR vessel made contact with a metal plate resulting in sponson being punctured. As the Inshore Boat was being brought alongside a floating pontoon at a low speed the port shoulder, made contact and dipped slightly under the deck of the pontoon making contact with a vertical metal plate. The port sponson punctured as a result."
ORIG_1176,3,Original,A cruise ship passenger tripped whilst walking resulting in a fractured arm,"A cruise ship passenger was walking towards the shore jetway for disembarkation, the passenger tripped on the metal ramp causing them to fall forwards and land with their face hitting the deck. The passenger had tried to break the fall by putting their left arm forward. The medical team was contacted and the passenger transported to the medical centre, where they were treated for a fracture to the left humerus and facial contusions. The passenger remained onboard. The area was later inspected and found in good condition with no defects found."
ORIG_1177,3,Original,A cruise ship crew member slipped on a wet deck sustaining a fractured arm,"A cruise ship crew member was walking across the open deck to resume their duty at the shore jetway connected to the ship, The crew member slipped backwards on the wet deck, the medical team were contacted and the crew member transported to the medical centre, where they received treatment for a fracture of the left radius. The crew member was medically disembarked. The area was inspected immediately after the accident and the deck was found wet. Wet safety signs were in place and the area dried."
ORIG_1178,3,Original,A general cargo vessel made contact with the quayside whilst berthing.,"A general cargo vessel was approaching a berth with a pilot on board and one tug boat made fast aft. The vessel was proceeding between 8 to 9 knots and had begun to swing. The aft tug reportedly could not pull effectively over speeds of 6 knots and the forward tug had not been made fast. The vessel continued to swing to starboard despite port helm being applied and struck the berth, resulting in damage to the bow and anchor fittings. The cause of the contact was reported to be approaching the berth too quickly and with only one tug made fast. "
ORIG_1179,1,Original,"A fire alongside in a marina affected four vessels, three of them were lost.","A yacht alongside in a marina caught fire and the fire spread to three more surrounding yachts that were moored nearby. One yacht was able to move away and was damaged on the stern area, reportedly severely, the other three yachts burned down to the keel and then sank. There were no injuries but there was significant pollution in the marina which was contained to the area around the sunken vessels using a floating boom."
ORIG_1180,5,Original,Container ship's pilot ladder did not conform to SOLAS regulations.,"Container ship's pilot ladder did not conform to SOLAS regulations. Ladder secured by deck tonque (hidden under platform) Master informed, pilot been advised by master that deck tonques on port side and starboard side will be completely removed before departure.  "
ORIG_1181,5,Original,Container ship's pilot ladder did not conform to SOLAS regulations.,"Container ship's pilot ladder did not conform to SOLAS regulations. Ladder directly onto a reel, leading under a platform. No rope lashings evident."
ORIG_1182,5,Original,Container ship's pilot ladder did not conform to SOLAS regulations.,"Container ship's pilot ladder did not conform to SOLAS regulations. Starboard side: Stanchions 88cm between midpoints, so more like 90cm apart. "
ORIG_1183,5,Original,Container ship's pilot ladder did not conform to SOLAS regulations.,"Container ship's pilot ladder did not conform to SOLAS regulations; step was against spreader bar, side ropes were used but were slack. "
ORIG_1184,5,Original,Container ship's pilot ladder did not conform to SOLAS regulations.,Container ship's pilot ladder did not conform to SOLAS regulations. Stanchions are 1m apart when should be 70-80cm apart. Master informed using IMO poster for education and advised to rectify when next able to weld.
ORIG_1185,3,Original,Ro-Ro vessel crew member caught leg in winch resulting in leg fracture,Ro-Ro vessel crew member caught leg in winch resulting in leg fracture
ORIG_1186,5,Original,Container ship's pilot ladder did not conform to SOLAS regulations.,"Container ship's pilot ladder did not conform to SOLAS regulations. Ladder secured by shackles. Non-Compliance explained, educational advice given, leaflet with correct pilot ladder securing handed over."
ORIG_1187,5,Original,Container ship's pilot ladder did not conform to SOLAS regulations.,Container ship's pilot ladder did not conform to SOLAS regulations. First pilot boarded on reaching deck level two sets of securing ropes were observed to be leading vertically and not load bearing. The load appeared to be taken by the rung resting against the metal step as indicated in photo 1. Securing ropes were re rigged under the guidance of pilot one prior to pilots 2 and 3 boarding. The dangerous nature of this ladder is considered level 1 critical and further inspection is recommended.
ORIG_1188,5,Original,Container ship's pilot ladder did not conform to SOLAS regulations.,"Container ship's pilot ladder did not conform to SOLAS regulations. The angle of accommodation ladder appears to be too steep, more than 60 degrees. Pilot boat can not go beneath the accommodation ladder due to swell of 2 meters. Pilot ladder can not be rigged more aft according to Captain."
ORIG_1189,5,Original,Container ship's pilot ladder did not conform to SOLAS regulations.,Container ship's pilot ladder did not conform to SOLAS regulations. Ladder secured by deck tongue. Guidance provided on correct securing and corrected whilst pilot onboard. Vessel had previously called at Felixstowe with same securing Master advises he was not made aware of non compliant securing.
ORIG_1190,5,Original,Container ship's pilot ladder did not conform to SOLAS regulations.,"Container ship's pilot ladder did not conform to SOLAS regulations. Rubber steps in poor condition step 2 rope strands and no wedges, recommend to Master ladder replaced, apparently ladder inspected earlier this month damage and wear looks older "
ORIG_1191,5,Original,Container ship's pilot ladder did not conform to SOLAS regulations.,Container ship's pilot ladder did not conform to SOLAS regulations. Ladder secured by deck tonque. Master will remove deck tonques before departure 
ORIG_1192,5,Original,Container ship's pilot ladder did not conform to SOLAS regulations.,"Container ship's pilot ladder did not conform to SOLAS regulations. Spreader bar brackets were used as a deck tonque. Full weight of Step/ladder was against brackets, side ropes were attached but were slack. Explained to master proper rigging of ladder"
ORIG_1193,3,Original,A crew transfer vessel grounded,"A wind farm crew transfer vessel grounded whilst transiting the channel into a port. The crew were aware that there was a sandbank on one side of the channel, so were navigating in the centre of the channel. However the vessel drifted to the starboard side of the channel and grounded, at a speed of about 10 knots. The vessel was able to manoeuvre free without assistance and returned to port. There was no water ingress or abnormal vibrations, but divers were hired to investigate the hull and propellers for damage."
ORIG_1194,5,Original,Cargo ship's pilot ladder did not conform to SOLAS regulations.,"Cargo ship's pilot ladder did not conform to SOLAS regulations. Pilot ladder secured with shackles. Retrieval line secured too low on ladder and leading aft. Stanchions too wide. Deckhands briefed on shackles and retrieval line while on deck. Master briefed on shackles, retrieval line and stanchions on bridge including educational advice using IMO posters."
ORIG_1195,5,Original,Container vessel pilot ladder did not conform to SOLAS regulations,"Ladder found not to be rigged per current SOLAS regulations, used a hinged outboard deck tongue and crew members were unaware this was illegal at the vessels previous port. Explained how to set it up properly and safely."
ORIG_1196,3,Original,A narrowboat started to take on water and suffered engine failure.,A recreational motor vessel (narrowboat) started to take on water in the engine room and subsequently experienced main engine failure resulting in propulsion failure. The local emergency services dispatched a vessel which set up a pump to get the water out of the engine room and towed the vessel to a nearby berth where repairs could be carried out. There were no injuries or pollution as a result of the incident. 
ORIG_1197,5,Original,A container vessel had an inadequate pilot ladder arrangement.,A container vessel had an inadequate pilot ladder arrangement due to the fact that it was secured using a 'pinch bar'.
ORIG_1198,4,Original,A vessel crew member sustained a degloving injury to their finger.,A vessel skipper sustained a degloving injury to their finger. The local search and rescue boat service attended and provided first aid and the crew member made their way to hospital afterwards.
ORIG_1199,3,Original,A crew transfer vessel sustained hull damage from contact with the quay.,"A crew transfer vessel was alongside when the hull was damaged. The vessel crew were just finishing berthing but when they tried to bring the stern closer to the pontoon, a protruding metal bolt went through the aluminium hull above the water line creating a hole. The hole was into a void space where the bilge pumps were located. The vessel's classification society was informed about the damage and the port authority were informed about the protruding bolt on the pontoon."
ORIG_1200,3,Original,A crew transfer vessel engine exhaust system failed filling the engine compartment with fumes.,A crew transfer vessel was alongside when there was a fire in the engine room. The local fire service attended and extinguished the fire. The fire suppression system was damaged and melted but there were no injuries or pollution. The local fire service dismantled parts of equipment to aid in cooling the area.
ORIG_1201,3,Original,A service support vessel experienced a fire in the engine resulting in damage to the generator exhaust system and fire suppression system.,"A service support vessel experienced a fire in the engine resulting in damage to the generator exhaust system and fire suppression system. The generator in port engine room started to run rough, followed by numerous instrument alarms in wheelhouse. Shortly after this the fire alarm sounded."
ORIG_1202,5,Original,Service vessel's pilot ladder did not conform to SOLAS regulations.,Service vessel's pilot ladder did not conform to SOLAS regulations. Attached with shackles.
ORIG_1203,5,Original,Container ship's pilot ladder did not conform to SOLAS regulations.,Container ship's pilot ladder did not conform to SOLAS regulations. Vessel did not have a combination ladder rigged whilst the free board was greater than 9 metres. Ships master informed and rectified the issue.
ORIG_1204,3,Original,A service vessel made contact with shoreside walkway resulting in damage to the wheel house.,"A service vessel made contact with shoreside walkway resulting in damage to the wheel house. Service vessel experienced possible steering failure, making contact with walkway."
ORIG_1205,4,Original,Container ship's pilot ladder did not conform to SOLAS regulations.,Container ship's pilot ladder did not conform to SOLAS regulations. Ladder was on a reel with no visible locking mechanisms. Tripping line running aft. Securing of ladder from the reel was to the hand rails. Crew securing side magnets did not wear life jackets.
ORIG_1206,2,Original,An offshore support vessel made contact with two berthed vessels while attempting to berth.,An offshore support vessel was attempting to berth in gale force winds when it made contact with two other berthed vessels. The vessel then aborted the berthing attempt and embarked a pilot before berthing again without further incident. There was reportedly no major damage to any of the vessels involved. Reportedly there was another vessel in the vicinity using their thruster which may have also contributed to the casualty vessel struggling to get alongside. There was no pollution or injuries. 
ORIG_1207,3,Original,EERV made contact/grounded with the fairway resulting in damage to the thruster.,EERV made contact/grounded with the fairway resulting in damage to the thruster. Upon investigation by the ship the thruster has been noticed as missing from the bottom of the vessel
ORIG_1208,3,Original,Cargo ship grounding while entering port,Cargo ship grounding while entering port. 
ORIG_1209,3,Original,Gen cargo vessel crew member entered accommodation steps fell over fracturing & dislocating elbow,"A crew member entered the accommodation when they miscalculated their steps and fell, injuring their left elbow. They were immediately taken to the nearby hospital where doctors declared that they had a dislocated elbow and also a fracture."
ORIG_1210,3,Original,A shore worker on board a ro-pax vessel was injured after they fell.,"A ro-pax vessel shore contract cleaner was working in a cabin, fitting a bed sheet to a top bunk when they lost their balance and scraped their back against a rail fitting. The contractor sustained an abrasion to their back. It is possible to stow the top bunks in the upright position, and the bunk that the contractor fell back against should have been stowed to prevent injury from falling onto it. "
ORIG_1211,5,Original,Offshore supply vessel's pilot ladder did not conform to SOLAS regulations.,Offshore supply vessel's pilot ladder did not conform to SOLAS regulations. Ladder not secured to strong points on the deck. This was rectified onboard. Yet still not ideal. The stantions were on the outside of the ship. No place for them to be fitted as per requirements 
ORIG_1212,3,Original,An offshore supply vessel collided with a moored search and rescue vessel.,An offshore supply vessel collided with a moored search and rescue vessel. The offshore supply vessel was manoeuvring at the time. The search and rescue vessel was damaged enough that it had to be taken off service to repair the damaged railings and one of its life rafts. There were no injuries or pollution and the offshore supply vessel was undamaged.
ORIG_1213,3,Original,A service vessel made contact with a quay whilst manoeuvring,"A service vessel entered a harbour where the vessel was going to turn and get in position to berth. The vessel was stopped and the manoeuvring gear shifted to the aft position, when a crew member noticed that the vessel was making slow speed towards a quay. The crew tried to manoeuvre away using the aft azimuth but the vessel was still heading towards the quay. The port main engine was used to try to steer away from the quay, which resulted in overspeed and reduction of power. The vessel made contact with the quay. The vessel sustained minor damage to the aft portside quarter railing. The was no damage to the quay other than paint transfer. No pollution observed or reported."
ORIG_1214,3,Original,A cruise ship passenger fell and dislocated their shoulder.,"A cruise ship passenger was walking from their cabin balcony into their cabin when they lost their balance and fell forward, onto their walker. They were not using the walker at the time, but they struck it as they fell and dislocated their shoulder. They received medical treatment on board the vessel. There were no defects found in the cabin and the passenger was wearing suitable footwear. The incident reportedly occurred because of the passenger experiencing unsteadiness and losing their balance."
ORIG_1215,3,Original,A container vessel crew member was trapped by a mooring line and fractured their ankle.,A container vessel crew member was on aft mooring stations when their foot was caught by a mooring line and they sustained a fracture. They were medically disembarked from the vessel. 
ORIG_1216,3,Original,A ro-pax ferry passed close to a sailing vessel and the thrusters then pushed the sailing vessel into a navigation mark.,"A internal waters ro-pax vessel was inbound to port whilst a sailing vessel was outbound, using engine power. The ro-pax vessel reportedly drifted to the side of the channel, the sailing vessel crew slowed down to try and avoid collision, but the ro-pax vessel continued to move closer, trapping the sailing vessel between them and a navigation mark. The two vessels did not collide, but were reportedly 1m apart at their closest. The ro-pax vessel crew activated their thrusters and the wash pushed the sailing vessel onto the navigation mark. The sailing vessel became entangled due to their dinghy and towing line that was attached to it becoming wrapped around the navigation mark. The sailing vessel was freed by the harbour commissioner. One of the sailing vessel crew members sustained whiplash and a traumatic shock from the incident. The sailing vessel sustained damage: dents to hull, toe plate and anchor roller. The ro-pax vessel was undamaged and continued on its way to the berth. "
ORIG_1217,1,Original,A pleasure yacht alongside had an explosion resulting in two injuries.,"A pleasure yacht was alongside in a marina when an explosion occurred on board. The two crew on board suffered burns, one of them was severely burned on the face, hands and upper body. The shore side emergency services responded and took both casualties to hospital in an ambulance. The marina employees and crew of a search and rescue craft administered first aid to the burned crew at the scene. The local fire service attended and identified the possible cause of the fire as being some tins of aerosol degreaser. The vessel was internally damaged but not severely damaged as the fire was an explosive flash over rather than a long term fire. "
ORIG_1218,4,Original,A survey vessel was swamped from a wave going over the bow,"A survey vessel was in a harbour, as the vessel slowed down it rode into the wave in front of the vessel. This resulted in the wave coming over the bow and in through a hatch causing the bow of the vessel to become flooded. The coastguard received a Mayday call and tasked search and rescue (SAR) assets to assist. The vessel was able to make it back to shore under it's own power with the assistance of a SAR vessel. No injuries to crew"
ORIG_1219,3,Original,Cruise ship passenger fell out of their cabin bed resulting in them landing on deck fracturing their hip,"A passenger was standing and went to sit on the edge of their bed. When trying to sit down on the bed, they missed the edge of the bed and fell to the deck landing on their left side. The passenger experienced pain in their leg, they were taken by their family to the onboard medical centre and were taken off the vessel in order to visit a hospital for assessment. A fracture was confirmed in the head of their left femur."
ORIG_1220,3,Original,A crew transfer vessel crew member was injured by a rope snapping back.,"A crew transfer vessel was departing the berth when another person alerted the crew that one of the lines had not been let go. A crew member went to let it go whilst it was still under tension, when the line parted and struck the hull of the vessel and the crew member's arm."
ORIG_1221,3,Original,A sailing yacht had a fire onboard caused by a cooker,A sailing vessel had a fire onboard caused by a paraffin cooker. The fire was extinguished by the crew and with the help of a person from a neighbouring vessel using fire extinguishers. All three were treated for smoke inhalation. The fire service checked the vessel and deemed it safe but repairs. There was no reported pollution.
ORIG_1222,3,Original,Fishing vessel suffered an electrical fire inside accommodation section,"A fishing vessel was alongside in a port, when a fire started inside of an accommodation section. Firefighters managed to put out the fire. No external damage to the vessel was sustained. One of the crew members experienced smoke inhalation and was taken to hospital."
ORIG_1223,3,Original,A ro-pax vessel crew member was injured during stores loading operations.,"A ro-pax vessel crew was loading stores from a lorry that was parked on board in the vehicle decks. The stores were in wheeled trollies that the crew used to move the stores to and from the lorry. The lorry was fitted with a rear lifting platform and whilst loading the empty trollies back onto the lorry, the driver pulled one of the trollies causing another trolley to roll off the lifting platform. The trolley struck a crew member who sustained superficial wounds requiring them to be off work for 7 days. The safety barriers were not in place on the lifting platform of the lorry and the foot pedal break had not been applied to the trolley that rolled away and hit the crew member. There was no damage or pollution."
ORIG_1224,3,Original,A passenger ro-ro vessel's crew member was struck by a vehicle resulting in a superficial injury to the knee.,A passenger ro-ro vessel's crew member was struck by a vehicle resulting in a superficial injury to the knee. A crew member was releasing vehicles in an adjacent lane when the driver at the head of the held lane misinterpreted the signal and drove ahead making contact a crew members right knee.
ORIG_1225,3,Original,An inshore tug had a propulsion failure after an overheated engine.,"An inshore waterways tug was engaged in the unberthing of a vessel when the starboard main engine shut down after a high temperature alarm sounded. The starboard engine experienced propulsion failure. The vessel disengaged, returning to the berth, and was replaced by another tug. The cause of the overheating and subsequent engine shut down was thought to be due to the fact that the tug was not making way through the water at full power so the tug's keel coolers were not able to work effectively to keep the engine temperature low enough for full power operation. "
ORIG_1226,3,Original,Tanker ran aground entering harbour resulting in damage to hull.,Tanker ran aground entering harbour resulting in damage to port side and port side hull appox. 60-70cm in diameter. Unsure of water ingress at this state.
ORIG_1227,4,Original,A crude oil tanker's crew used an unsafely weighted heaving line,"The crew of a crude oil tanker used an unsafely weighted heaving line to send a tow line to a tug that was assisting with the departure from the berth. The weight and line was dropped from a height of 25 metres. There were no injuries, damage or pollution as a result of the incident."
ORIG_1228,3,Original,Cargo vessel's crew member tripped on deck resulting in closed fractures to the right wrist and foot.,"Cargo vessel's crew member tripped on deck whilst preparing for the vessel to receive cargo, resulting in closed fractures to the right wrist and foot."
ORIG_1229,3,Original,A search and rescue vessel made contact with a carriage on recovery resulting in damage,A search and rescue (SAR) vessel was returning to shore for a recovery. During the stern recovery onto the carriage the SAR vessel and carriage frame made contact resulting in a large tear to the starboard aft sponson and a partial detachment of the sponson from the hull. Damage was also sustained to the port propeller.
ORIG_1230,3,Original,A general cargo vessel went aground in a port area.,A general cargo vessel grounded at the entrance to a port with a pilot on board. The crew and pilot reported that the stern of the vessel swung out before it grounded. There was no water ingress or injuries reported. 
ORIG_1231,4,Original,A tanker used an unsafely weighted heaving line.,A chemical/products tanker crew used an unsafely weighted heaving line when sending it down to a tug before departing a berth. The weight was a hard rubber weight of 0.7kg. The crew of the tug cut off the weight and confiscated it. The vessel crew were informed and after departure they carried out a refresher training on the safe way to weight heaving lines. 
ORIG_1232,4,Original,A search and rescue vessel crew member injured themselves during a training exercise.,"A search and rescue vessel crew member injured their ankle when the vessel went over two waves close together and they landed awkwardly. They continued to work as they were taking part in an exercise, however, later on when the vessel returned to its hub, the crew member was limping. They were encouraged to go for an x-ray by another crewmember who had medical experience and were given pain relief. They were later diagnosed with a sprained ankle and  had more than 3 days off work as a result."
