Latitude,Longitude,Occurrence_Location,Coastal_State_Affected,Weather,Wind_Force,Sea_State,Visibility,Natural_Light,Short_Description,Description,Main_Event_L1,Severity
54.9636,-5.0152,Internal waters -> Port area,"UNITED KINGDOM, UNITED KINGDOM",Overcast,7 - Near Gale - knot (28-33) m/s (14-17),2 - Smooth - (0.1 - 0.5 m),Good - 5.0 <= Vis < 25.0 nm,Night,A ro-pax vessel hit the linkspan whilst coming alongside.,"A ro-pax vessel was moving astern in order to berth, when it struck a shoreside link span. The crew reported that the incident occurred due to a higher than optimal approach speed and also using one engine instead of two engines instead of all four to bring the vessel under control. All four of the vessel's engines were running at the time of the incident but the crew on the bridge only used the port two in their attempts to stop the vessel. The vessel was not damaged and the linkspan on the shore sustained only minor damage which did not affect its safe function. ",Contact,3
57.6848,-4.1793,Internal waters -> Port area,UNITED KINGDOM,Clear,3 - Gentle Breeze - knot (7-10) m/s (4-5),1 - Calm rippled - (0 - 0.1 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A crane vessel crew member was injured whilst using a hand held motorised saw.,"A crane vessel crewmember was using a hand held motorised saw to cut a wooden beam. The saw struck the crewmember's left-hand thumb resulting in a cut and a compound fracture. The crewmember was given first aid by an onboard medic and then sent to hospital ashore for further treatment, as the vessel was alongside at the time of the accident. The crewmember was then sent back to their home country for further treatment and recovery. ",Accident to person(s),3
54.986667,-5.038333,Internal waters -> Port area,UNITED KINGDOM,Overcast,3 - Gentle Breeze - knot (7-10) m/s (4-5),2 - Smooth - (0.1 - 0.5 m),Good - 5.0 <= Vis < 25.0 nm,Night,"Passenger/Ro-Ro vessel, mobile platform fire on car deck resulting in no damage.","Passenger/Ro-Ro vessel, mobile platform fire on car deck resulting in no damage. 	At 0135 whilst the vessel was arriving at Loch Ryan Port, an Able Seaman reported smoke coming from the ship’s Mobile elevating work platform (MEWP) stored on the car deck: deck 3, forward.  The AB, after raising the alarm, started fighting the fire with a fire extinguisher/rigging hoses for fire teams. Vessel raised alarm, commenced emergency procedures.  At 0150 the fire was reported as being extinguished and battery disconnected  Belfast Coastguard informed Passengers disembarked from the vessel soon after arrival once safe to do so.    ",Fire / Explosion,3
54.3202,10.1414,Internal waters -> Port area,GERMANY,Clear,4 - Moderate Breeze - knot (11-16) m/s (6-8),0 - Calm glassy - (0 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A cruise ship passenger fell and fractured right wrist,The passenger was walking up open deck stair case in flip flops when their foot caught the edge of one of the steps. They lost their footing and fell forwards. The passenger was treated by the medical team for a fracture to the right wrist. The passenger has remained onboard. ,Accident to person(s),3
57.684333,-4.167667,Internal waters -> Port area,UNITED KINGDOM,Clear,7 - Near Gale - knot (28-33) m/s (14-17),3 - Slight - (0.5 - 1.25 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A tensioned mooring line struck a shore worker resulting in both shoulders being dislocated,"A shore worker was on mooring operations for a cruise ship that was berthing. As the winches took up the tension to prevent the ship drifting off the berth, the tensioned lines struck the shore worker, causing both shoulders to dislocate.",Accident to person(s),3
57.685,-4.168333,Internal waters -> Port area,UNITED KINGDOM,Clear,1 - Light air - knot (1-3) m/s (1-2),1 - Calm rippled - (0 - 0.1 m),Moderate - 2.0 <=Vis < 5.0 nm,Daylight,"A cruise ship passenger tripped whilst going down a staircase and fell down, fracturing their wrist.",A cruise ship passenger was descending a staircase when they tripped and fell down. They were holding onto the hand rail but could not stop the fall and landed at the bottom of the stairs. The passenger was taken to the medical centre and received treatment. They were diagnosed with a fractured wrist. They reported that the shoes they were wearing had grippy soles which caught on the material of the step and caused them to over balance. There were no defects found in the area of the incident.,Accident to person(s),3
-43.6077,172.722,Internal waters -> Port area,NEW ZEALAND,Overcast,5 - Fresh Breeze - knot (17-21) m/s (9-11),2 - Smooth - (0.1 - 0.5 m),Good - 5.0 <= Vis < 25.0 nm,Twilight,Cruise ship's crew member tripped and fell backwards resulting in a fractured finger.,Cruise ship's crew member was working when they tripped over some pallets and fell backwards. This resulted in a fractured finger. There were no defects found in the area. ,Accident to person(s),3
52.9465,1.203,Internal waters -> Port area,UNITED KINGDOM,Overcast,4 - Moderate Breeze - knot (11-16) m/s (6-8),4 - Moderate - (1.25 - 2.5 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A search and rescue vessel hit the launch carriage during an exercise.,"A search and rescue vessel was being launched from a carriage for an exercise, when it was lifted by the swell and dropped back down onto the carriage, sustaining damage. The gelcoat on the transom was chipped. There were no severe damages, no injuries and no pollution. ",Contact,3
55.795,-4.873333,Internal waters -> Port area,UNITED KINGDOM,Overcast,5 - Fresh Breeze - knot (17-21) m/s (9-11),4 - Moderate - (1.25 - 2.5 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A ro-pax vessel made contact with the slipway whilst berthing.,A ro-pax vessel was berthing during strong winds when the propulsion unit at the forward end of the vessel made contact with the submerged part of the slip way. The vessel was loaded in such a way that the weight of the deck cargo had lowered the bow more than normal. The propulsion unit was damaged with a bent blade and some water ingress into the unit. The vessel was taken out of service and went to dry dock for repairs.,Contact,3
60.1655,-1.1579,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Cabin cruiser crew fell overboard.,Cabin cruiser crew fell overboard. Casualty recovered to quayside and taken to hospital.,Accident to person(s),4
53.727,-0.249,Internal waters -> Port area,UNITED KINGDOM,Unknown,6 - Strong Breeze - knot (22-27) m/s (11-14),Unknown,Unknown,Twilight,A tanker struck the berth during mooring operations.,"A chemical tanker struck the berth whilst under pilotage. The vessel struck the jetty, causing concrete to break off and minor damage to the vessel. There were no injuries or pollution. ",Contact,3
60.166833,-1.1616,Internal waters -> Port area,UNITED KINGDOM,Overcast,5 - Fresh Breeze - knot (17-21) m/s (9-11),2 - Smooth - (0.1 - 0.5 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,FV Lost control of engine while coming alongside resulting in grounding,FV Lost control of engine while coming alongside resulting in grounding,Grounding / Stranding,3
60.163,-1.1577,Internal waters -> Port area,UNITED KINGDOM,Clear,2 - Light Breeze - knot (4-6) m/s (2-3),0 - Calm glassy - (0 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A shore worker on board a ro-pax vessel broke nose whilst working,"A ro-pax vessel shore contract cleaner was working in a cabin, changing the bedding on a top bunk. They pushed it back to its stowed position, however it was not fully stowed and fell back making contact with the cleaners nose. The contractor was treated for a wound but confirmed as broken at the hospital.  All upper bunks had been inspected prior to the incident with no defects. As a follow up the upper bunk struts were inspected and no defects found.",Accident to person(s),3
60.1856,-1.1451,Internal waters -> Port area,UNITED KINGDOM,Overcast,4 - Moderate Breeze - knot (11-16) m/s (6-8),4 - Moderate - (1.25 - 2.5 m),Unknown,Daylight,A fishing vessel had an inadequate pilot ladder arrangement.,A fishing vessel had an inadequate pilot ladder due to the fact that the lower portion was damaged and in poor condition. The side ropes were frayed and the steps were cracked and rusted. ,Damage / Loss Of Equipment,5
60.154,-1.1412,Internal waters -> Port area,UNITED KINGDOM,Clear,2 - Light Breeze - knot (4-6) m/s (2-3),1 - Calm rippled - (0 - 0.1 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A fishing vessel surged forward after berthing and collided with a moored offshore supply vessel.,"A fishing vessel arrived in harbour, came alongside and made fast. Propulsion control was handed back to the engine room, when the vessel surged forward parting several mooring lines. A crew member in the engine room noticed this from the CCTV and wound back the pitch control to astern where the vessel stopped and then surged astern, parting the remaining mooring lines and made contact with an offshore service vessel that behind and alongside. Minimal damage to the fishing vessel. Minor damage to the off-shore service vessel. A review will be undertaken of the control systems on the fishing vessel.",Collision,3
56.8423,-5.1211,Internal waters -> Port area,UNITED KINGDOM,Rain,8 - Gale - knot (34-40) m/s (17-21),1 - Calm rippled - (0 - 0.1 m),Moderate - 2.0 <=Vis < 5.0 nm,Daylight,A passenger vessel made contact with a moored unoccupied fishing vessel.,"A passenger vessel was manoeuvring in a basin area of a port when a strong gust of wind pushed the vessel off course. The crew attempted to stop the vessel from hitting nearby moored vessels, but it ended up colliding with one of them causing material damage in the form of broken stringers and deck fittings. The damage was not noticed by the crew of the passenger ship initially, but a shore employee discovered the damage the following day. There was minor damage to the passenger vessel. There were no injuries. The moored fishing vessel that was damaged was not occupied at the time of the accident.",Collision,3
60.150433,-1.122567,Internal waters -> Port area,UNITED KINGDOM,Unknown,5 - Fresh Breeze - knot (17-21) m/s (9-11),2 - Smooth - (0.1 - 0.5 m),Very good - Vis >= 25.0 nm,Daylight,A sailing vessel and a search and rescue vessel collided during a towing operation.,"A search and rescue vessel was assisting a sailing vessel that had experienced propulsion failure. Whilst transitioning from a tow to a side tow, the sailing vessel collided with the search and rescue vessel, resulting in damage to the railings of the search and rescue vessel. There were no damages to the sailing vessel, as it struck the other vessel with its anchor. There were no injuries or pollution.",Collision,3
60.1544,-1.1403,Internal waters -> Port area,UNITED KINGDOM,Clear,4 - Moderate Breeze - knot (11-16) m/s (6-8),2 - Smooth - (0.1 - 0.5 m),Very good - Vis >= 25.0 nm,Daylight,A service vessel's crew member tripped resulting in closed fracture to left arm.,A service vessel's crew member tripped resulting in closed fracture to left arm. Crew member tripped over forward anchor steel wire while crossing the deck. Crew member put both arms out to protect from fall and hurt left arm. A&E confirmed hair line fracture.,Accident to person(s),3
60.1537,-1.1416,Internal waters -> Port area,UNITED KINGDOM,Clear,3 - Gentle Breeze - knot (7-10) m/s (4-5),1 - Calm rippled - (0 - 0.1 m),Good - 5.0 <= Vis < 25.0 nm,Night,A fishing vessel collided with a moored fishing vessel whilst coming alongside,A fishing vessel was coming alongside a pier when the pitch lever stuck ahead.  The vessel was travelling at approx. 0.25 – 0.5 kts and made contact with another fishing vessel that was moored up a with no crew onboard. The mooring fishing vessel has minor damage to the hull.,Collision,3
53.437,-3.0014,Internal waters -> Port area,UNITED KINGDOM,Rain,4 - Moderate Breeze - knot (11-16) m/s (6-8),4 - Moderate - (1.25 - 2.5 m),Good - 5.0 <= Vis < 25.0 nm,Night,A bulk carrier made contact with the edge of a lock sustaining a dented hull.,"A bulk carrier was entering a lock under pilotage when the side of the vessel made contact with the edge of the lock. This resulted in a dent in the aft part of the hull on the starboard quarter with damage to the hull plating and stiffeners that were bent. There was no penetration into the hull, no pollution or injuries. ",Contact,3
53.4567,-3.087,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Daylight,Container ship's crew member was stuck between containers resulting in crush injuries.,Container ship's crew member suffered a hip and leg fracture after being crushed in between containers. The three containers were locked together and swung trapping the crew member. ,Accident to person(s),3
53.409,-3.0082,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Ro-Ro cargo ships pilot ladder did not conform to SOLAS regulations,Ro-Ro cargo vessels pilot ladder did not conform to SOLAS regulations. Ladder securing lines rigged but not tight. Weight being taken by shackles around side ropes ,Damage / Loss Of Equipment,5
53.454,-3.015,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Container ship's pilot ladder did not conform to SOLAS regulations.,"Container ship's pilot ladder did not conform to SOLAS regulations. Heaving line was not available for immediate use. A tripping line was fitted to the bottom of the ladder, or was rigged not in accordance with IMO Resolution. Ladder only secured by shackles over the side ropes. No stanchion on in board side of platform. I informed the Master and showed them pictures of how to rig the ladder and they still did it incorrectly. ",Damage / Loss Of Equipment,4
53.4576,-3.0164,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Container ship's pilot ladder did not conform to SOLAS regulations.,"Container ship's pilot ladder did not conform to SOLAS regulations. Ladder was trailing in the water, ladder was secured by shackles only. Accommodation ladder had to be moved to allow pilot to physically get onto the ladder. 1/2 the rope ladder was covered by accommodation ladder platform.",Damage / Loss Of Equipment,5
53.4554,-3.0165,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Container ship's pilot ladder did not conform to SOLAS regulations.,Container ship's pilot ladder did not conform to SOLAS regulations. Ladder secured to hand rails. Crew advised to rig correctly to a deck strong point. ,Damage / Loss Of Equipment,5
53.4163,-3.0046,Internal waters -> Port area,UNITED KINGDOM,Clear,1 - Light air - knot (1-3) m/s (1-2),1 - Calm rippled - (0 - 0.1 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,Passenger ship reported smoke due to a mechanical issue however no damage/injuries reported.,"Passenger ship's alarms went off in the bow thruster room. Initial entry by the fire team reported smoke in there however, no fire was reported. On further inspections, it was observed that oil got heater and was emitting smoke from a hot shaft due to a possible bearing failure. No injuries/damage was reported. ",Fire / Explosion,3
53.3952,-3.0,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Bulk carrier's pilot ladder did not conform to SOLAS regulations.,Bulk carrier's pilot ladder did not conform to SOLAS regulations. Handholds were not securely fastened to the ship's bulwarks to enable the pilot to step safely and comfortably from the top of the ladder on to the ship's deck.,Damage / Loss Of Equipment,5
53.3977,-2.9941,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Container ship's pilot ladder did not conform to SOLAS regulations.,Container ship's pilot ladder did not conform to SOLAS regulations. Ladder secured by shackles. Capt aware of correct rigging for dept. ,Damage / Loss Of Equipment,5
53.4537,-3.0253,Internal waters -> Port area,UNITED KINGDOM,Rain,5 - Fresh Breeze - knot (17-21) m/s (9-11),2 - Smooth - (0.1 - 0.5 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A container vessel struck a crane on the berth whilst trying to unberth.,"A container vessel was unberthing when a gust of wind disrupted the manoeuvring and in an attempt to bring the vessel back in line with the berth, the crew and pilot used the bow thruster towards the quay. However the vessel struck a crane on the quayside. There was no severe damage reported, no injuries or pollution. ",Contact,3
53.4098,-3.0146,Internal waters -> Port area,UNITED KINGDOM,Clear,3 - Gentle Breeze - knot (7-10) m/s (4-5),2 - Smooth - (0.1 - 0.5 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A crew transfer vessel experienced propulsion failure shortly after leaving the berth.,"An offshore windfarm crew transfer vessel experienced propulsion failure shortly after departing from the berth and began to drift up river on the current. The crew noticed that the vessel was drifting onto a nearby ferry terminal and deployed an anchor however the anchor did not hold the vessel. Another work boat came and took the stricken vessel under emergency tow to a safe berth for further inspection. The anchor could not be recovered and had to be cut, leaving it on the seabed. The incident reportedly occurred as a result of an electrical failure or 'human error'. ",Loss Of Control,3
53.407667,-3.000667,Internal waters -> Port area,UNITED KINGDOM,Overcast,5 - Fresh Breeze - knot (17-21) m/s (9-11),3 - Slight - (0.5 - 1.25 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A tanker collided with a moored cruise ship.,"A tanker crew were casting off from a cruise ship after completion of bunker operations. There was a pilot on board and when moving ahead a strong current pushed the tanker towards the cruise ship. The two ship's collided but the impact was soft and there was no damage, only paint scratches. The strong current was the suspected cause of the incident. ",Collision,3
53.3835,-2.993,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Container ship's pilot ladder did not conform to SOLAS regulations.,"Container ship's pilot ladder did not conform to SOLAS regulations. Vessel non-compliant by design, no overside or companionway lights fitted. Pilot launch searchlight used to illuminate ladder.",Damage / Loss Of Equipment,5
53.4007,-3.0072,Internal waters -> Port area,UNITED KINGDOM,Overcast,4 - Moderate Breeze - knot (11-16) m/s (6-8),4 - Moderate - (1.25 - 2.5 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,"Pleasure craft engine failed to restart and drifted after failed towing attempt, resulting in crew member abandoning ship and loss of vessel.","Pleasure craft engine failed to restart and drifted after failed towing attempt, resulting in crew member abandoning ship and loss of vessel. ",Flooding / Foundering,6
53.3716,-2.9808,Internal waters -> Port area,UNITED KINGDOM,Clear,Beaufort scale: Unknown,Unknown,Unknown,Daylight,A general cargo vessel had an inadequate pilot ladder arrangement.,A general cargo vessel had an inadequate pilot ladder arrangement due to the fact that there were multiple loose steps. ,Damage / Loss Of Equipment,5
53.423,-3.0156,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Cargo ship's pilot ladder did not conform to SOLAS regulations.,Cargo ship's pilot ladder did not conform to SOLAS regulations. Ladder tails were secured to two sounding pipes adjacent to disembarkation point. Crew made aware that this is unacceptable and receptive to feedback. ,Damage / Loss Of Equipment,5
53.451,-3.0411,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Container ship's pilot ladder did not conform to SOLAS regulations.,"Container ship's pilot ladder did not conform to SOLAS regulations. Loose steps through most of the climb. No lifebuoy at boarding station, was approx 20m ahead of pilot ladder with nobody standing by. 2nd Officer present said that he knew that all the steps were loose on inspection and knew that it wasn't safe but failed to notify the Master. No commitment from the Chief Officer to change the ladder for departure.",Damage / Loss Of Equipment,5
53.4181,-3.016,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Tanker ship's pilot ladder did not conform to SOLAS regulations.,"Container ship's pilot ladder did not conform to SOLAS regulations. On reaching the bottom of the Stbd side ladder, third rubber step up was found to have sustained previous damage, was split and loosened chocks. Requires condemning. Port side ladder on embarking was in good order.",Damage / Loss Of Equipment,5
53.4453,-3.0249,Internal waters -> Port area,UNITED KINGDOM,Unknown W,Beaufort scale: Unknown,Unknown SS,Unknown Vis,Unknown NL,Tanker ship's pilot ladder did not conform to SOLAS regulations.,Container ship's pilot ladder did not conform to SOLAS regulations. Ladder presented for disembarking stand side was in poor condition with several loose chocks/steps. Swapped out with the new one from the port side and discussed with the master who was receptive to the issue.,Damage / Loss Of Equipment,5
53.4426,-3.0169,Internal waters -> Port area,UNITED KINGDOM,Clear,1 - Light air - knot (1-3) m/s (1-2),1 - Calm rippled - (0 - 0.1 m),Good - 5.0 <= Vis < 25.0 nm,Twilight,Ro-ro cargo vessel damaged its pilot door whilst berthing,"The ro-ro cargo vessel had entered a lock, when it rubbed along an ACL fender and the fender was at the same height as the pilot door, which wasn’t protected in the end by the vessel's belting. The pressure of the fender caused the pilot door to be set in by 15cm and the middle and lower door links to bend. The crewmembers managed to repair the damage and the vessel departed as planned bound for a different port.",Contact,6
53.4301,-3.011,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Bulk carrier's pilot ladder did not conform to SOLAS regulations.,Bulk carrier's pilot ladder did not conform to SOLAS regulations. Ladder needs condemning and unsafe for use. Very loose steps. Typical of certain manufacturer which is regularly presenting this issue with a serious design flaw.,Damage / Loss Of Equipment,5
53.41,-3.001667,Internal waters -> Port area,UNITED KINGDOM,Clear,2 - Light Breeze - knot (4-6) m/s (2-3),1 - Calm rippled - (0 - 0.1 m),Very good - Vis >= 25.0 nm,Daylight,A cruise ship passenger slipped and fell sustaining a dislocated wrist,"A cruise ship passenger was playing pickleball on the sports court, as the passenger moved to hit the ball they slipped, and stumbled backwards a few steps before falling over backwards and landing on their left wrist. There was immediate pain but the passenger  to returned to their cabin. The passenger decided that the pain was too great and needed medical attention, they did not go to the medical centre but disembarked and attended a local hospital, returning to the ship later. The passenger was  treated for a dislocated wrist.  The passenger stated that the accident was possibly caused by the deck being wet, although this could not be verified due to delayed reporting. The area was inspected and no defects were found.",Accident to person(s),3
53.4334,-3.0213,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Container ship's pilot ladder did not conform to SOLAS regulations.,Container ship's pilot ladder did not conform to SOLAS regulations. Prior to boarding the vessel we observed from the deck of the pilot launch that the step was resting in a deck tongue arrangement. On boarding we discovered that there was a metal plate/platform covering where the ladder should have been secured to strong points on the deck. On inspection the ladder side ropes were not secured to strong points but instead a metal bar was being used to secure the ladder as shown in the attached pictures.,Damage / Loss Of Equipment,5
53.4441,-3.0254,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Container ship's pilot ladder did not conform to SOLAS regulations.,Container ship's pilot ladder did not conform to SOLAS regulations. Ladder rope tails left loose on the deck. Shackles were fitted over the side ropes but not weight bearing. Weight being borne by a step jammed against the fishplate. 3rd Officer present at the boarding station advised that he felt it was perfectly acceptable and that they always rig the ladder in this manner. Master advised that they had recently been picked up in another port for exactly the same thing and that he had tried to ensure a change but failed.,Damage / Loss Of Equipment,5
53.451,-3.0353,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Bulk carrier ship's pilot ladder did not conform to SOLAS regulations.,"Bulk carrier ship's pilot ladder did not conform to SOLAS regulations. Bottom platform of accommodation ladder not horizontal, no inboard stanchion on platform. Tail ropes of pilot ladder secured to an uncertified pipe.",Damage / Loss Of Equipment,5
53.4444,-3.0271,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Cargo ship's pilot ladder did not conform to SOLAS regulations.,"Cargo ship's pilot ladder did not conform to SOLAS regulations. Vintage pilot ladder used for embarkation (2009) with uneven steps. Maybe time for this ladder to be retired. For disembarkation a relatively modern, (2021) was used which was an improvement, but also looked a bit tired.",Damage / Loss Of Equipment,5
53.4342,-3.0144,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Cargo ship's pilot ladder did not conform to SOLAS regulations.,Cargo ship's pilot ladder did not conform to SOLAS regulations. Vessel using shackles to make the Pilot ladder fast. Crew expressed problems with other methods of securing due to the vessels construction around the boarding area,Damage / Loss Of Equipment,5
53.4379,-3.0241,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Cargo ship's pilot ladder did not conform to SOLAS regulations.,Cargo ship's pilot ladder did not conform to SOLAS regulations. A combination arrangement was rigged although not required and subsequently height was only 3m above the waterline. The accommodation ladder was not secured to the hull as magnetic clamp had failed. Need to stow the ladders in a more protected area when not in use as sodden state showed the tarpaulins covers not effective. Both ladders just over a year old according to their certs,Damage / Loss Of Equipment,5
53.3945,-2.998,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Cargo ship's pilot ladder did not conform to SOLAS regulations.,Cargo ship's pilot ladder did not conform to SOLAS regulations. Ladder secured with shackles. Arresting pins on side ropes were trip hazards,Damage / Loss Of Equipment,4
53.4342,-3.0275,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Bulk carrier ship's pilot ladder did not conform to SOLAS regulations.,"Bulk carrier ship's pilot ladder did not conform to SOLAS regulations. Ladder secured with ropes, but those ropes were synthetic cargo strops, not suitable for gripping ladder.",Damage / Loss Of Equipment,5
53.4045,-3.0173,Internal waters -> Port area,UNITED KINGDOM,Clear,1 - Light air - knot (1-3) m/s (1-2),2 - Smooth - (0.1 - 0.5 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A dive support vessel made contact with the edge of a lock.,"A dive support vessel was inside a lock, waiting for the lock gate to close, when the vessel sheered to starboard. The crew on the bridge tried to correct the sheer but overcompensated, causing the vessel to swing back to port and make contact with the edge of the lock. The vessel sustained minor damage of a 40mm indentation on the port flare of the bow.",Contact,3
53.4449,-3.0402,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Bulk carrier vessel's pilot ladder did not conform to SOLAS regulations.,Bulk carrier vessel's pilot ladder did not conform to SOLAS regulations. Very loose chocks,Damage / Loss Of Equipment,5
53.453083,-3.017367,Internal waters -> Port area,UNITED KINGDOM,Clear,3 - Gentle Breeze - knot (7-10) m/s (4-5),0 - Calm glassy - (0 m),Moderate - 2.0 <=Vis < 5.0 nm,Twilight,A tug was towing a dead cargo vessel stern to stern when made contact resulting in damage to the tug,"The tug was instructed to tow a dead general cargo vessel from one southern section of the docks to another. The tug made fast onto the starboard quarter of the cargo vessel to pull the cargo vessel stern to stern. The tug then made contact with the cargo vessel's quarter above the fenders resulting in damage to the bulwark. No damage to the cargo vessel, no injuries to crew.",Collision,1
53.3914,-2.9847,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Chemical tanker pilot ladder did not conform to SOLAS regulations.,Construction did not meet current SOLAS standards-handholds were not securely fastened to the ship's bulwarks to enable the pilot to step safely and comfortably from the top of the ladder on to the ship's deck stanchions are fitted through a larger diameter steel tube. This tube's diameter is such that getting a secure handhold is not possible throughout the disembarkation,Damage / Loss Of Equipment,5
53.4174,-3.0068,Internal waters -> Port area,UNITED KINGDOM,Overcast,9 - Strong Gale - knot (41-47) m/s (21-24),2 - Smooth - (0.1 - 0.5 m),Unknown,Night,A service vessels accommodation ladder fell from jetty resulting in a near miss accident.,A service vessels accommodation ladder fell from jetty resulting in a near miss accident. Accommodation ladder had been a adjusted as it had been getting close to the jetty edge with winds picking up. All lines and ladder were considered secure. Later informed the gangway had been adjusted again but a squall had just passed through and the accommodation ladder had blown off the jetty.,Damage / Loss Of Equipment,4
55.2063,-6.6579,Internal waters -> Port area,UNITED KINGDOM,Unknown,2 - Light Breeze - knot (4-6) m/s (2-3),Unknown,Unknown,Daylight,Fishing vessel crew member fell and dislocated their hip,A crew member fell while on their fishing vessel and broke their hip. A search and rescue vessel was tasked  and brought the vessel alongside. The crew member transferred to an ambulance for medical treatment.,Accident to person(s),3
58.961667,-3.295,Internal waters -> Port area,UNITED KINGDOM,Clear,3 - Gentle Breeze - knot (7-10) m/s (4-5),1 - Calm rippled - (0 - 0.1 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A cruise ship crew member injured their back whilst moving a sofa,"A cruise ship crew member was lifting a sofa as part of normal crew duties but not wearing the supplied back support when they experienced pain in the lower back. The crew member was assessed by the medical team, disembarked and taken to hospital for an assessment. The crew member returned to the vessel but later medically disembarked.",Accident to person(s),6
51.5676,-4.0066,Internal waters -> Port area,UNITED KINGDOM,Clear,4 - Moderate Breeze - knot (11-16) m/s (6-8),3 - Slight - (0.5 - 1.25 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A search and rescue vessel struck a submerged rock whilst on a training exercise,A search and rescue vessel was on a training exercise when the outboard struck a submerged rock. The vessel was able to return and on inspection the propeller was damaged and the skeg had impact damage. No injuries to crew.,Grounding / Stranding,3
54.618333,-5.9,Internal waters -> Port area,UNITED KINGDOM,Clear,5 - Fresh Breeze - knot (17-21) m/s (9-11),1 - Calm rippled - (0 - 0.1 m),Good - 5.0 <= Vis < 25.0 nm,Night,A bulk carrier crewmember sustained a hand injury.,"A bulk carrier crewmember sustained a hand injury requiring hospital treatment. The vessel was alongside in port and two crew had gone foreward and aft to check and adjust the mooring lines whilst another crew member remained on the gangway. Whilst they were there, they attempted to adjust the wire for the gangway as it was not going onto the sheave straight. However, the gangway was being hung off at the time, due to crane movements on the jetty, and the wire was under tension. When the crew member attempted to adjust the wire, their finger was caught under it and part of the end of their finger was amputated. They went ashore to hospital and received treatment but did not require surgery. The reason for the accident was reported to be carelessness on the part of the injured crewmember and not resailing the risk of touching the wire whilst it was under tension. ",Accident to person(s),3
